title,URI,labels,Author,Abstract,Subject,Date,Page,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/b0%2F3b%2Fb1%2Fb03bb11590934d738f6a9801e2e46b5c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Games, Art, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,6,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/2a%2F98%2F7d%2F2a987d1bcf8d40e9804f10c38ba3f5de%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Notebook, Paper product, Writing, Font, Diary, Rectangle, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,7,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/62%2Fb1%2F3f%2F62b13ff6e2c24b57b28617376619a3b1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, Picture frame, Painting, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,8,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/72%2Fb1%2F74%2F72b174f0a6124d2089d1924da1f97c96%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Notebook, Paper product, Diary, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,9,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/4f%2F94%2F04%2F4f9404d2869c480bb4d68a4f95471046%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, Painting, Picture frame, Modern art, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,10,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/cc%2F93%2F21%2Fcc9321b77d014281b0dc0c9f3c888737%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Square, Paper product, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,11,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/1d%2F8c%2F1c%2F1d8c1cdb754a4a348ba60f22f862163c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Illustration, Poster, Visual arts, Modern art, Painting, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,12,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/21%2Fae%2F41%2F21ae418f49ad4a259430865c65866493%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Handwriting, Paper, Document, Paper product, Font, Writing, Diary, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,13,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/52%2F03%2F66%2F520366eb9c3c44829816b09b3027d5e4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Illustration, Painting, Font, Costume design, Modern art, Fictional character, Visual arts, History, Mythology, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,14,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/a2%2F79%2F35%2Fa27935292994406a9067303b4c354aa1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Font, Paper product, Rectangle, Diary, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,15,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/3a%2Fee%2F27%2F3aee27fa396e4444bdfcacfd69a2e70e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Art, Costume design, Poster, Painting, Textile, History, Fictional character, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,16,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/0a%2Fba%2F6b%2F0aba6bc24c2349408da30b007be355d2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Paper product, Rectangle, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,17,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/e0%2F04%2F8a%2Fe0048a64955e496d99f87cbeddfcd987%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Illustration, Textile, Painting, Font, Modern art, Miniature, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,18,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/38%2Fef%2F83%2F38ef83161bb74afaaa3e686147bb7bbf%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Font, Paper product, Dust, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,19,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/e4%2Fea%2Fb0%2Fe4eab0683b4c4b61849204afe37b7e00%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Painting, Art, Illustration, Textile, Costume design, Picture frame, History, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,20,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/4b%2Fe3%2F30%2F4be330f554ac4eb2bc0bed9285b1a785%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Paper product, Font, Parallel, Dust, Rectangle, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,21,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/17%2F28%2Fff%2F1728ffef0d634f5e840b816b8c3ff685%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, Picture frame, Painting, Visual arts, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,22,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/37%2Fb4%2Fbf%2F37b4bfc5ce114b70817880928ed2cb4c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Handwriting, Text, Paper, Document, Writing, Font, Paper product, Dust, Calligraphy, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,23,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/19%2F4e%2Fa2%2F194ea247f3a24d83a1716e5720091966%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Textile, Illustration, Font, Modern art, Painting, Pattern, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,24,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/19%2F86%2Fb6%2F1986b63361874855b4b1a3efa99fecca%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Paper product, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,25,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/c1%2Fe2%2F52%2Fc1e252bbafc147d88bd8f9f75e791850%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Art, Font, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,26,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/5c%2F1f%2F85%2F5c1f8531bbdf4c55854c0a930dff5762%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Drawing, Rectangle, Square, Paper, Picture frame, Art, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,27,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/e5%2F65%2F1f%2Fe5651fe22433402793a4754d200f99c6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Art, Illustration, Poster, Painting, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,28,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/b8%2Fea%2Fae%2Fb8eaaec1db2a423f87ae2a0d5be669ff%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Drawing, Rectangle, Paper product, Square, Picture frame, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,29,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/0e%2F54%2F21%2F0e5421c19a5e4977bf7bd56288fad93d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, Modern art, Visual arts, Painting, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,30,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/ae%2Fdc%2F5b%2Faedc5bbf6adc42729c0ad1da460d6df6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Picture frame, Rectangle, Drawing, Square, Paper product, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,31,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/a7%2Fef%2F6d%2Fa7ef6d908d604911a22676edb80377dc%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, Font, Pattern, Modern art, Painting, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,32,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/f9%2F7f%2F5b%2Ff97f5bb78f7e4cceb395f0540130577d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Picture frame, Square, Paper product, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,33,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/91%2Fbd%2Fd9%2F91bdd90419104c50a39755b9f7d08af3%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Paper product, Square, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,34,
"Voĭna koroleĭ : iz serii ""Petrushka"", Kukolʹnyĭ teatr","https://iiif.princeton.edu/loris/figgy_prod/ca%2F49%2F6e%2Fca496e3469294a84a5d31a640a275acf%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, ","Obolenskai︠a︡, I︠U︡lii︠a︡ (I︠U︡lii︠a︡ Leonidovna), 1889-1945","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Punch and Judy—Political aspects,1918,35,
Tanet︠s︡ kovboi︠a︡,"https://iiif.princeton.edu/loris/figgy_prod/a0%2F2a%2F92%2Fa02a9209f5dd4e409c31b5801796fc70%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Poster, Paper, Art, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—1921-1930—Scores,1930,0,
Tanet︠s︡ kovboi︠a︡,"https://iiif.princeton.edu/loris/figgy_prod/37%2Fcf%2Fec%2F37cfec7158d2458a926e11aee7bffd10%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Music, Handwriting, Font, Document, Sheet music, Paper, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—1921-1930—Scores,1930,1,
Tanet︠s︡ kovboi︠a︡,"https://iiif.princeton.edu/loris/figgy_prod/a2%2F21%2F9a%2Fa2219a4de1e94e6cb86391af7d6184a1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Music, Handwriting, Sheet music, Font, Paper, Document, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—1921-1930—Scores,1930,2,
Tanet︠s︡ kovboi︠a︡,"https://iiif.princeton.edu/loris/figgy_prod/f8%2Faf%2F81%2Ff8af81495d604b048b0837c2053709f0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Rectangle, Picture frame, Square, Paper, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—1921-1930—Scores,1930,3,
Raduga,"https://iiif.princeton.edu/loris/figgy_prod/7f%2F17%2F03%2F7f170379d6fa432db62a066f35a91dcc%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Academic certificate, Diploma, Parallel, Paper, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—Scores,1930,0,
Raduga,"https://iiif.princeton.edu/loris/figgy_prod/6b%2F77%2Fe9%2F6b77e95f1b884a4ab5a96e91866024e1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Music, Text, Sheet music, Font, Classical music, Document, Paper, Song, Parallel, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—Scores,1930,1,
Raduga,"https://iiif.princeton.edu/loris/figgy_prod/ee%2Fb8%2Ff2%2Feeb8f2d83d274ab08223c5773cad9e87%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Music, Sheet music, Text, Font, Classical music, Paper, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—Scores,1930,2,
Raduga,"https://iiif.princeton.edu/loris/figgy_prod/bd%2Fb1%2F92%2Fbdb192db8b334e10bdb774c2baa17ef1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Font, Paper product, ","Mashkevich, Grigoriĭ, arranger","Civil war-era alphabet depicts victorious efforts of soldiers, peasants, workers, and Lenin (under 'I' for 'Ilʹich') against imperialists, capitalists, the clegry, and bourgeoisie.",Popular music—Soviet Union—Scores,1930,3,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/b0%2F08%2Fef%2Fb008ef7b5dd6470db28ef09f092db6de%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Vintage advertisement, Illustration, Art, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,0,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/f6%2F60%2Fa5%2Ff660a5b0e0d547e49b9f0def48917c69%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Picture frame, Paper product, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,1,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/c0%2F9a%2F2c%2Fc09a2c96f8bb4b698398c92a2dd1d0fc%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Illustration, Paper, Art, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,2,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/4e%2Fc8%2Fab%2F4ec8abaaca7d4c5b969d457c59b7cded%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Paper, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,3,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/67%2F87%2F5d%2F67875d19ce5f4a64b9e711d7b9fa8195%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Poster, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,4,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/44%2F41%2F4d%2F44414d5688054ccebbf09496eab2847f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Drawing, Paper, Art, Paper product, Illustration, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,5,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/8f%2F38%2F73%2F8f387378f28f41c08754d4c571d354bf%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Signage, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,6,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/d5%2Fd8%2F58%2Fd5d8584368d942aeb54f2c90e2dbd336%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Poster, Font, Book cover, Illustration, Art, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,7,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/4b%2Fb5%2F2e%2F4bb52e1e30684608bad3b54a7dfc035f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Poster, Drawing, Illustration, Art, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,8,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/b0%2Fb1%2F0a%2Fb0b10a2519de4d97934593fef0d68cb6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Poster, Metal, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,9,
Skazka pro delo,"https://iiif.princeton.edu/loris/figgy_prod/91%2F89%2F52%2F9189528adea34a7aab67fa81ccc1f792%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Line art, Drawing, Illustration, Art, ","Galʹperin, Mikhail, 1882-","Two clownish peasant brothers, named Nikak (No-way) and Koekak (Any-old-way), go to the city where a modern Soviet worker, Vottak (This-way), teaches them to work efficiently.","Propaganda, Soviet",1924,10,
