Title,Author,Abstract,Subject,Date,Page,URI,Labels,Text,Image_properties
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,3,"https://iiif.princeton.edu/loris/figgy_prod/b4%2F5c%2F7c%2Fb45c7c4b627343298595d88c510eefdf%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,4,"https://iiif.princeton.edu/loris/figgy_prod/27%2F7e%2Fcd%2F277ecdd2cd9248149829bc5bd68e5b48%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Illustration, Art, Visual arts, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,5,"https://iiif.princeton.edu/loris/figgy_prod/52%2F98%2F3a%2F52983a27e08a43929b929a5613bea670%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Illustration, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,6,"https://iiif.princeton.edu/loris/figgy_prod/a0%2Fd7%2F43%2Fa0d743b6ee56458b99e546b9df1f737e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,7,"https://iiif.princeton.edu/loris/figgy_prod/0b%2F3d%2Fa6%2F0b3da6187d994d82b25285afa280b264%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Parallel, Illustration, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,8,"https://iiif.princeton.edu/loris/figgy_prod/be%2F87%2Fdf%2Fbe87dfe83fe6447384f8dd017677ff04%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,9,"https://iiif.princeton.edu/loris/figgy_prod/dd%2Fd6%2F1e%2Fddd61ec53ce94f0cbbee90df6a2b5bee%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Book, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,10,"https://iiif.princeton.edu/loris/figgy_prod/81%2Fe1%2F4d%2F81e14d79b82245d080f20ddbef7e3055%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Vintage advertisement, Text, Paper, Paper product, Illustration, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,11,"https://iiif.princeton.edu/loris/figgy_prod/1e%2F14%2Fba%2F1e14ba8c4adb47529308b81e1f85da4f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,12,"https://iiif.princeton.edu/loris/figgy_prod/45%2F66%2F0b%2F45660b01eb744cc08a42d52ffa1c3a29%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Vehicle, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,13,"https://iiif.princeton.edu/loris/figgy_prod/f5%2F9e%2F07%2Ff59e076ab8c44f6cbbfaf54a91460029%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Book, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,14,"https://iiif.princeton.edu/loris/figgy_prod/54%2F8d%2Fc1%2F548dc19e9c3c4ee09905b108e1e729b2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Cartoon, Paper, Paper product, Illustration, Document, Art, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,15,"https://iiif.princeton.edu/loris/figgy_prod/50%2F84%2F96%2F508496c6d07c499a90b1d32ab344b2e7%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,16,"https://iiif.princeton.edu/loris/figgy_prod/4f%2Fd7%2F85%2F4fd785ab2ade4f6cb4bf48f1354e38c5%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Book, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,17,"https://iiif.princeton.edu/loris/figgy_prod/62%2F0f%2F73%2F620f738255c2470c9611ed49cee9ca32%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Document, Paper product, Font, Book, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,18,"https://iiif.princeton.edu/loris/figgy_prod/e2%2Ff4%2F20%2Fe2f420b3167c47ccb2039423bde830a2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Vintage advertisement, Paper product, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,19,"https://iiif.princeton.edu/loris/figgy_prod/24%2F47%2F57%2F244757b785a7411284f15ad904554cd6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Illustration, Art, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,20,"https://iiif.princeton.edu/loris/figgy_prod/22%2F2f%2F1e%2F222f1eab231c459db12ead7c636136a7%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,21,"https://iiif.princeton.edu/loris/figgy_prod/ba%2Fe0%2F40%2Fbae040fc2a124824a66ed57ae0c79fdd%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Vehicle, Document, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,22,"https://iiif.princeton.edu/loris/figgy_prod/f4%2F1e%2Fc3%2Ff41ec39d2823448a874579e47a897f21%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Vintage advertisement, Machine, Paper, Newspaper, Art, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,23,"https://iiif.princeton.edu/loris/figgy_prod/b8%2F25%2F01%2Fb82501b6416748869a34fde95499fea1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Motor vehicle, Vehicle, Tractor, Car, Vintage advertisement, Agricultural machinery, Classic, Wheel, Metal, Vintage car, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,24,"https://iiif.princeton.edu/loris/figgy_prod/dc%2Fdb%2Fe6%2Fdcdbe63cc8cd4346935bec5648bb82d0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, Font, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,25,"https://iiif.princeton.edu/loris/figgy_prod/5b%2F29%2Fd6%2F5b29d662ee054c18b3911eff6dcbcf7d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Document, Paper, Paper product, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,26,"https://iiif.princeton.edu/loris/figgy_prod/bd%2F6e%2F73%2Fbd6e73b2fd6b43a69617d97593f87518%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Rectangle, Paper, Square, Paper product, ",,
Prikli︠u︡chenii︠a︡ Petukhova Grishki ili kak delai︠u︡tsi︠a︡ knizhki,"Shestakov, Nikolaĭ, 1894-1974","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1925,27,"https://iiif.princeton.edu/loris/figgy_prod/c6%2F77%2F85%2Fc67785c0387846849ddb589e3851e657%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Paper product, Square, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,0,"https://iiif.princeton.edu/loris/figgy_prod/15%2F20%2F2d%2F15202dd0ab6b4a919587f33a8f1408f3%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Poster, Font, Paper, Book cover, Illustration, Art, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,1,"https://iiif.princeton.edu/loris/figgy_prod/a3%2Fe2%2Fb7%2Fa3e2b7acaec547b9ba4cf54564f0fe85%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Paper, Font, Paper product, Document, Parallel, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,2,"https://iiif.princeton.edu/loris/figgy_prod/f2%2Fdd%2F96%2Ff2dd966e9f954bb8ae11ba9ea88db5e1%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Illustration, Art, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,3,"https://iiif.princeton.edu/loris/figgy_prod/8b%2F27%2F56%2F8b2756b303a84a228155b61546efcfd6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Rectangle, Paper product, Square, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,4,"https://iiif.princeton.edu/loris/figgy_prod/5a%2F70%2F47%2F5a70477826d84844919b95be26b1227f%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Art, Vintage advertisement, Illustration, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,5,"https://iiif.princeton.edu/loris/figgy_prod/27%2F2a%2F08%2F272a0897fdfc48b3b31cb03705fea33e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Vehicle, Paper product, Paper, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,6,"https://iiif.princeton.edu/loris/figgy_prod/f5%2Fa4%2F4a%2Ff5a44ad3c1d74183b03b325e5d7fb1a0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Illustration, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,7,"https://iiif.princeton.edu/loris/figgy_prod/04%2Fe8%2F3a%2F04e83a26e0824d78b636abf231f80ffc%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Vehicle, Caravel, Watercraft, Boat, Galleon, East indiaman, Sailing ship, Galley, Ship, Schooner, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,8,"https://iiif.princeton.edu/loris/figgy_prod/a7%2Fe4%2Fc2%2Fa7e4c23413004387ab996c5444a4d0d0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,9,"https://iiif.princeton.edu/loris/figgy_prod/b3%2Fc2%2Ff0%2Fb3c2f07dce984f8cac64b6970e8c6840%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Art, Illustration, Drawing, Architecture, Artwork, History, Sketch, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,10,"https://iiif.princeton.edu/loris/figgy_prod/47%2F57%2Fa8%2F4757a812df414d729aa775cc83e56514%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Font, Art, Modern art, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,11,"https://iiif.princeton.edu/loris/figgy_prod/f4%2F44%2F9a%2Ff4449aed7d844751970f94c67cbbb936%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Diagram, Parallel, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,12,"https://iiif.princeton.edu/loris/figgy_prod/1d%2F8a%2Fdb%2F1d8adb982ec44820aa066453b87c6b27%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cylinder, Diagram, Drawing, Technical drawing, Artwork, Illustration, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,13,"https://iiif.princeton.edu/loris/figgy_prod/20%2F49%2F20%2F2049205fec044015988b19615202b699%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,14,"https://iiif.princeton.edu/loris/figgy_prod/3f%2F52%2Ff9%2F3f52f963c0564548a1e08bab598cdf18%2Fintermediate_file.jp2/full/1000,/0/default.jpg",,,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,15,"https://iiif.princeton.edu/loris/figgy_prod/57%2F7e%2F18%2F577e18800ad047f69be34e0c9a987930%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Poster, Illustration, Art, Vintage advertisement, Advertising, Fictional character, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,16,"https://iiif.princeton.edu/loris/figgy_prod/2d%2F32%2F8c%2F2d328c4aaf4d40a599a983da962c51e4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Art, ",,
Neftʹ,"Khazin, Evgeniĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Children's literature—Soviet Union,1931,17,"https://iiif.princeton.edu/loris/figgy_prod/15%2F94%2Fcf%2F1594cf4ac44b43bcae80d664f84f33b8%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Art, Watercolor paint, Illustration, Painting, Visual arts, Artwork, Drawing, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,0,"https://iiif.princeton.edu/loris/figgy_prod/cd%2F0f%2F67%2Fcd0f673f5bcb4397b0c9bfb3107d0fd4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Art, Fiction, Graphic design, Visual arts, Comics, Fictional character, Style, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,1,"https://iiif.princeton.edu/loris/figgy_prod/6e%2F3a%2Fee%2F6e3aeede33ab4490914eed9ee3882ce2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Paper, Wood, Rectangle, Paper product, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,2,"https://iiif.princeton.edu/loris/figgy_prod/da%2F14%2Fd1%2Fda14d14ab8c74b1e8c0b356a66fac3db%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Font, Text, Illustration, Paper, Paper product, Fiction, Art, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,3,"https://iiif.princeton.edu/loris/figgy_prod/24%2F8e%2F98%2F248e986f04d5467ba8f8b22a9dbd23b2%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Font, Poster, Drawing, Ink, Art, Fiction, Sketch, Fictional character, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,4,"https://iiif.princeton.edu/loris/figgy_prod/25%2Fbc%2F7b%2F25bc7b0414584aa082039f87e0fa26f6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Ink, Font, Fictional character, Graphic design, Art, Drawing, Paper, Paper product, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,5,"https://iiif.princeton.edu/loris/figgy_prod/6d%2F9c%2Fc1%2F6d9cc1cd70974fc0b1570b4ec535c56b%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Cartoon, Art, Poster, Fiction, Visual arts, Graphic design, Drawing, Paper, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,6,"https://iiif.princeton.edu/loris/figgy_prod/38%2F58%2F1f%2F38581fe4829140e48f8c66c41c5529ae%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Tree, Art, Paper, Plant, Drawing, Fictional character, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,7,"https://iiif.princeton.edu/loris/figgy_prod/8b%2F6a%2Fbd%2F8b6abd58b206491a948e42f504ef041d%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Illustration, Font, Poster, Art, Fictional character, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,8,"https://iiif.princeton.edu/loris/figgy_prod/76%2F3b%2F00%2F763b007c790948968003d4e64255d80c%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Illustration, Poster, Vintage advertisement, Fiction, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,9,"https://iiif.princeton.edu/loris/figgy_prod/ab%2Fec%2Faf%2Fabecaf4cd33846e8b61005b712d83ee0%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Text, Illustration, Poster, Drawing, Fiction, Art, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,10,"https://iiif.princeton.edu/loris/figgy_prod/ed%2Fff%2F25%2Fedff2599946d415eb3843e3a74613557%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Paper, Document, Handwriting, Calligraphy, Paper product, ",,
Mal'chik Naoborot,"Mamlin, Gennadiĭ","The central co-op building, the circus pavilion, the hospital and the newspaper office all brag about themselves to determine which is the best of the buildings.",Boys—Conduct of life—Juvenile poetry,1961,11,"https://iiif.princeton.edu/loris/figgy_prod/a3%2F04%2F08%2Fa30408f9f49e46449d3d015e8339ea19%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Cartoon, Illustration, Art, Fiction, Fictional character, Style, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,0,"https://iiif.princeton.edu/loris/figgy_prod/be%2Fb7%2Fe1%2Fbeb7e185149c4915978eab9a5006ee41%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Illustration, Art, Drawing, Visual arts, Graphics, Moustache, Facial hair, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,1,"https://iiif.princeton.edu/loris/figgy_prod/b4%2F6c%2F76%2Fb46c7621635e46f68ad00043474997ab%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Paper, Drawing, Art, Paper product, Visual arts, Illustration, Picture frame, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,2,"https://iiif.princeton.edu/loris/figgy_prod/21%2F80%2Fae%2F2180aea31d5949b5afe376e716e9837e%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Academic certificate, Paper, Parallel, Paper product, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,3,"https://iiif.princeton.edu/loris/figgy_prod/e8%2F07%2F90%2Fe80790ef1be04f35a760fa9d5380aab6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Rectangle, Square, Picture frame, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,4,"https://iiif.princeton.edu/loris/figgy_prod/59%2Fc6%2F5c%2F59c65cb383d44e0e8eedac19fd3a4cb4%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Rectangle, Picture frame, ",,
Vorona-Karabuta : baĭka Lʹva Zilova,"Zilov, Lev",A fable in verse about a drunken crow who goes on the rampage and is summoned before an avian tsarist court.,Stories in rhyme,1923,5,"https://iiif.princeton.edu/loris/figgy_prod/3f%2Ff6%2Ff0%2F3ff6f0c3b79f40408d2e996c19de1ab6%2Fintermediate_file.jp2/full/1000,/0/default.jpg","Text, Font, Rectangle, Picture frame, Paper, ",,
